    
1 COB1103 IITA-TMS-IBA30572 IITA-TMS-IBA30555 0.013182617
2 COB1139 IITA-TMS-IBA30572 IITA-TMS-IBA30555 0.015684062
3 COB1163 IITA-TMS-IBA30572 IITA-TMS-IBA30555 0.016050941
4 COB4100 IITA-TMS-IBA972205 IITA-TMS-IBA30555 0.013152043
5 COB427 IITA-TMS-IBA972205 IITA-TMS-IBA30555 0.012871326
6 COB452 IITA-TMS-IBA972205 IITA-TMS-IBA30555 0.012673989
7 COB474 IITA-TMS-IBA972205 IITA-TMS-IBA30555 0.012560035
8 COB475 IITA-TMS-IBA972205 IITA-TMS-IBA30555 0.011717881
9 COB477 IITA-TMS-IBA972205 IITA-TMS-IBA30555 0.012529461
10 COB479 IITA-TMS-IBA972205 IITA-TMS-IBA30555 0.010186441
11 COB5104 IITA-TMS-IBA972205 NR8212 0.005628252
12 COB511 IITA-TMS-IBA972205 NR8212 0.004677703
13 COB512 IITA-TMS-IBA972205 NR8212 0.004799996
14 COB517 IITA-TMS-IBA972205 NR8212 0.005044581
15 COB524 IITA-TMS-IBA972205 NR8212 0.010475497
16 COB528 IITA-TMS-IBA972205 NR8212 0.005625472
17 COB536 IITA-TMS-IBA972205 NR8212 0.005041802
18 COB54 IITA-TMS-IBA972205 NR8212 0.005467048
19 COB544 IITA-TMS-IBA972205 NR8212 0.009658358
20 COB548 IITA-TMS-IBA972205 NR8212 0.004524837
21 COB553 IITA-TMS-IBA972205 NR8212 0.00897185
22 COB557 IITA-TMS-IBA972205 NR8212 0.005414239
23 COB561 IITA-TMS-IBA972205 NR8212 0.005733868
24 COB7180 IITA-TMS-IBA980505 IITA-TMS-IBA30555 0.01150109
25 COB7197 IITA-TMS-IBA980505 IITA-TMS-IBA30555 0.012143127
26 COB725 IITA-TMS-IBA980505 IITA-TMS-IBA30555 0.012415507
27 IITA-TMS-BAD9200061 TMEB1 IITA-TMS-IBA91934 0.004875039
28 IITA-TMS-IBA011115 IITA-TMS-IBA950379 IITA-TMS-IBA960590 0.004930627
29 IITA-TMS-IBA011206 IITA-TMS-IBA950971 NR8421 0.004774981
30 IITA-TMS-IBA011224 IITA-TMS-IBA9001554 IITA-TMS-IBA960035 0.014155401
31 IITA-TMS-IBA011368 IITA-TMS-IBA940561 IITA-TMS-IBA940263 0.003793859
32 IITA-TMS-IBA011371 IITA-TMS-IBA940561 IITA-TMS-IBA940263 0.003999533
33 IITA-TMS-IBA011404 IITA-TMS-IBA30572 IITA-TMS-IBA950379 0.016070396
34 IITA-TMS-IBA011412 IITA-TMS-IBA950971 IITA-TMS-IBA940561 0.00631476
35 IITA-TMS-IBA011413 IITA-TMS-IBA950971 IITA-TMS-IBA940561 0.005945102
36 IITA-TMS-IBA011442 IITA-TMS-IBA950379 IITA-TMS-IBA940330 0.005917308
37 IITA-TMS-IBA011560 IITA-TMS-IBA8902195 IITA-TMS-IBA950925 0.005642149
38 IITA-TMS-IBA011646 IITA-TMS-IBA8902195 IITA-TMS-IBA940330 0.00856884
39 IITA-TMS-IBA011659 IITA-TMS-IBA8902195 IITA-TMS-IBA950379 0.005530973
40 IITA-TMS-IBA011663 IITA-TMS-IBA8902195 IITA-TMS-IBA950379 0.005744986
